Performance.KDTMean,Performance.MAMean,Performance.MVMean,Performance.TBCMean,Performance.DDCMean,Performance.DMSMean,Performance.AEDMean,Performance.ADMSLMean,FatigueLevel,Performance.Task
0.0010984799,-0.1169093343,-0.1005923556,0.118111952,0.5230994453,0.0244863632,-7.90954298255416E-005,0.0026804701,1,3
0.0065403746,-0.185095551,-0.137885296,0.0693658871,0.062734021,-0.0519779252,-1.30087394498693E-005,-0.0883479692,1,3
-0.0933329133,-0.09640731,-0.0800555897,0.0132973007,0.2266746051,-0.0286762884,4.52357162758339E-005,-0.0582398895,1,3
0.0038197017,-0.0321445973,-0.0189375561,-0.0133504118,-0.0060888716,0,0.0005992882,0.0018368837,1,3
0.0036820875,-0.1428108274,-0.0995289526,-0.0224338081,0.5040687879,-0.0134995709,-0.0003811447,-0.0197245965,1,3
-0.00334864,-0.1735877998,-0.1235175323,-0.0175989424,0.4251629808,-0.0331559511,-0.0003064652,-0.0480028048,1,3
0.0002213066,-0.0197506682,-0.0430674351,-0.0197526072,0.3894843149,-0.0202919797,-0.0002544567,-0.0170661983,3,3
-0.010061757,-0.2129267732,-0.1372462779,-0.0188548171,-0.0060888716,-0.0510032433,-0.0004471416,-0.071062878,3,3
0.6639650708,0.069456319,0.0139814103,-0.021490887,0.8677824759,-0.0335130534,-0.0004464899,-0.0030418119,1,3
0.0281607928,-0.066866027,-0.0557450006,-0.0134550545,-0.0060888716,-0.0430268118,-4.30642566494699E-006,-0.0626676915,1,3
-0.0933329133,0.1792339055,0.0920147415,-0.0114004133,0.0092337156,-0.0203924327,0.0052623484,-0.0233510768,1,3
0.0110773912,-0.0898341974,-0.0611877862,0.0042030817,0.0861143923,-0.0288126036,0.0012935092,-0.0385049905,1,3
-0.0933329133,0.4339906669,0.3397421159,-0.0397635847,-0.0060888716,-0.0206060957,0.0041134729,-0.0775108528,3,3
0.0220453553,-0.0559031131,-0.0560476874,0.0365311069,0.0752049287,-0.0172946629,-0.0001173171,-0.019833047,2,3
0.0309766283,-0.0762170249,-0.0664681204,-0.0092977094,0.2720584635,-0.0305045779,-0.000032664,-0.0331805451,2,3
0.046136156,-0.1226660983,-0.0714904202,-0.003194951,0.0154012634,-0.026678193,0.0007990523,-0.0330685484,2,3
-0.0064519912,0.08935379,0.068019439,0.0010390426,0.2488577779,-0.0093408414,0.0002444617,-0.0128687727,3,3
0.0058484585,-0.0352565904,-0.0241024171,-0.0038184474,0.1307559267,-0.0276494125,7.97732953675782E-005,-0.0467830867,2,3
0.0115516092,-0.0817108258,-0.0690727033,-0.0079644057,-0.0060888716,-0.0405543856,5.9534945806776E-005,-0.0538669478,2,3
0.0025454431,0.1487337772,0.1275143255,-0.0021407463,0.0176888777,-0.0130381615,0.0004871761,-0.0145545985,3,3
-0.0933329133,0.1481229907,0.1419857937,-0.0277844548,-0.0060888716,-0.0576180649,0.0168987793,-0.0868628954,3,3
0.0042424051,-0.0555842974,-0.0285930976,-0.0173244913,-0.0060888716,-0.0358986132,-0.0003959132,-0.0406077703,1,2
-0.0933329133,0.0139499865,0.0105767856,-0.0155077393,-0.0060888716,-0.0156115995,0.0006947715,-0.0309671355,1,3
0.016851776,-0.0871212315,-0.0769810967,0.0104390146,0.0098230683,-0.0154509095,0.0008621237,-0.0218091542,1,3
-0.0933329133,-0.0758081137,-0.061905352,-0.0077597289,0.2282415009,-0.0033060551,0.0002730983,-0.0232454499,1,3
-0.0933329133,-0.0558134292,-0.0505038943,-0.0195026471,0.4383417755,-0.0417409924,-0.0003828365,-0.0729157639,1,3
0.0309478017,0.0057191534,0.0027905956,-0.0216177804,0.3642103115,-0.0386210386,-4.85573135147129E-005,-0.0414149757,1,2
-0.007424209,-0.3830591593,-0.2645766053,-0.0397635847,-0.0060888716,-0.0583240811,-0.0017436287,-0.0904950073,1,3
-0.0058333071,-0.3830591593,-0.2645766053,-0.0397635847,-0.0060888716,-0.0583240811,-0.0017436287,-0.0904950073,1,2
-0.0254544309,0.4275350761,0.3508052252,-0.0397635847,-0.0060888716,-0.0583240811,-0.0017436287,-0.0904950073,2,3
-0.028282701,0.2479657493,0.0359304763,0.2068775363,-0.0060888716,-0.0583210749,1,-0.0904926815,2,3
0.0465620928,0.0233071582,0.0500914215,0.0128231872,0.246131073,0.3165531318,0.0966545566,0.4080198569,3,2
0.1132070925,0.0222286487,0.0535091158,0.0047831563,-0.0104907765,0.0645310897,0.0379017245,0.0735687426,2,2
0.0241679432,0.0301530823,0.0705487935,-0.0299388692,0.0145977121,0.0505287713,-0.0958848648,0.1598888344,2,2
0.0229704786,0.0002582299,0.0250002792,-0.0068904309,0.0115186078,0.0581895822,-0.0457759023,0.1780332423,2,2
0.0310996701,0.0182186953,0.0482642337,-0.0313280839,0.0097232567,0.0630339174,-0.0784657416,0.1901030328,2,2
0.0237242489,0.0314170626,0.0640783166,-0.0275567994,0.0410475427,0.0738248022,-0.1133580947,0.2072446202,2,2
0.0135265431,-0.0211166489,-0.0168676692,-0.0194107782,-0.0061631723,0.0424215156,0.0468187387,-0.1607148831,2,2
0.0026967964,0.022844873,0.0499613094,-0.0083916135,-0.0847140983,-0.013017451,0.0011133471,-0.0939081423,2,2
0.2145851934,-0.0109938655,0.0042916767,1,-0.0941038469,-0.0753175212,-0.0013558029,-0.3237831383,2,2
-0.0265342026,0.0183850918,0.063702202,-0.0256229197,0.0308187902,-0.0249505247,0.1060349898,0.270312191,3,2
-0.0019831296,0.0026554349,0.0014841195,-0.018105103,-1.82548408873043E-006,-0.0092304366,-0.0168388483,0.0261257984,1,3
0.0035695794,0.0047206878,0.0023615676,-9.69702734174965E-005,0.0287000705,0.1073544836,-0.0046313985,0.494912439,2,3
-0.0025423835,0.0033883077,0.0022356003,0.0237345415,0.0174053457,0.0019120137,0.1520956474,-0.0339581129,2,3
-0.0044799337,0.0034335522,0.0019093568,-0.0044931019,0.0342909839,0.0450415375,0.0092028351,0.0714840041,2,2
-0.0011476521,-0.0023176007,-0.001094371,-0.0284783404,0.0458142373,-0.021874514,0.0289859996,-0.0466908121,2,2
-0.0019486641,0.0032613029,0.0018906833,-0.0204598946,-0.0343580107,-0.0041303892,-0.0431118208,0.0028224698,2,3
-0.0022003154,-0.0002099238,0.0002337,-0.0489234504,-0.0087518962,-0.0287488812,-0.0308824546,-0.0646820639,2,2
-0.0038085448,0.0020517251,0.0012915671,0.0007493584,-0.0343580107,0.0145253565,-0.0036868525,0.0349060626,2,3
-0.0011805801,0.0051591608,0.0027667889,0.0864361041,0.020392621,0.1727841079,-0.001672577,0.4452343109,2,3
0.0018808354,-0.0007920677,-0.0002541868,-0.0335161066,-0.0174320791,-0.0093799146,-0.0318448638,0.0043974682,2,3
-0.033137705,-0.0021089168,-0.0011606696,-0.0474727882,-0.0343580107,-0.0312194551,-0.0339275766,-0.0863309656,2,3
0.0097563162,0.0009470282,0.000513108,0.0536837724,0.0797856465,0.0274100218,-0.0007292716,0.1022017398,2,3
0.0001324533,-0.0007925803,-0.000586801,-0.02790865,0.1822912103,0.0305636052,-0.0568139615,0.195928254,2,3
0.0434846828,0.0022170824,0.0013299495,-0.0076668115,0.0791609121,0.0280560125,-0.0097122293,0.1748314268,2,3
0.0097163383,-0.0002611323,-5.34474450700582E-005,-0.0274860068,0.0224434616,0.0180071097,-0.0335496416,0.0342742377,3,3
0.0778805951,-0.0018928556,-0.000993352,0.0013339045,0.0092668081,0.0452548344,-0.0308060582,0.0897656565,3,3
0.1351632407,0.001522988,0.0012320428,0.0303704751,-0.0085815179,0.0359552253,-0.0420153987,0.1302055606,3,3
0.0366339287,0.000294339,2.93641830929437E-005,0.0169205213,0.0223173895,0.0769847047,0.01454069,0.224743298,3,3
0.0507543528,0.0011664239,0.0007877538,-0.0249875468,0.0091688133,0.1032836847,0.0078353771,0.2351617639,2,3
0.039137887,0.0005707821,0.0001879283,0.0967718631,0.0184980315,0.0538030132,-0.0403475398,0.2929361689,2,3
0.0039968487,-0.0001919152,-0.0006517724,0.1703891482,0.0326498689,0.4523295698,0.0103976227,0.3077640208,2,3
0.0063851268,-0.0019699817,-0.001261741,0.21083657,-0.0343580107,0.0486184645,0.2119325625,-0.0221844388,2,3
0.0007913427,-0.0004125995,1.20791432335457E-005,0.0980210346,-0.0343580107,0.0582422823,0.1332543825,0.0779212594,2,3
-0.0001615563,-0.0023005403,-0.0012465885,0.0029013281,0.0759374288,0.0276985192,0.0634758758,0.0607004334,3,3
0.0499688408,0.0011141,0.00052073,-0.0295237157,0.060799425,0.0671036236,-0.0360948938,0.2242718759,3,3
-0.0010573212,0.004224682,0.0024157296,-0.0101485037,0.0036027071,-0.0002754218,0.1206262561,0.0757160686,3,3
-0.0050278835,0.0015933415,0.000711315,-0.0093187956,0.0224718285,0.0485381684,0.0479283907,0.1498622679,3,2
0.0022600558,0.0014473205,0.0010623938,-0.0128379769,0.0583312876,0.0477551272,-0.0080983801,0.1486979251,4,3
-0.0008498763,0.0009958021,0.0008141618,-0.0305795936,0.0579780516,0.0312553611,-0.042162155,0.0827369023,3,3
-0.0015812272,0.0005061809,0.0001767733,0.0072377964,-0.0137677725,-0.0128219903,-0.0139863718,0.0039676588,3,3
-0.0019754255,0.0005792157,0.0005282983,-0.0177816972,-0.013854076,-0.0111924877,-0.0030476836,-0.0073612545,3,3
-0.000926825,0.0057015642,0.0026275167,-0.0329698112,-0.0343580107,0.0469297174,-0.024768149,0.1547298623,2,3
-0.0009159015,0.0037392701,0.002329842,-0.0047952315,0.0004215375,0.0302241869,-0.0257290293,0.114468904,2,3
0.0157354086,0.0026837702,0.0016739773,0.0419724157,-0.012976708,0.1334255642,-0.018936107,0.3635538239,3,3
0.0535175808,-0.0001871367,0.0001971739,0.1861574671,0.0188874387,0.1196886064,0.0635580821,0.2815957848,3,3
0.000510861,0.0019574589,0.0013800793,0.0256754704,0.0197268665,0.0590529014,-0.0195559411,0.220071613,3,3
0.0062236322,0.001206166,0.0008288351,-0.0016162407,0.0781963434,0.0080650361,0.0215067558,0.0171009775,3,3
-0.0002935977,0.0022497333,0.0012401678,-0.0224125363,-0.0340578715,0.0189713296,0.172493551,0.0121772425,4,2
0.0004358494,-0.0004334346,-0.0002973745,-0.0419430296,-0.0038562629,7.15328040719449E-005,0.1213095459,-0.0285366853,4,2
0.0008555311,0.002353676,0.0011136889,0.0633971009,0.0297390415,0.1132200579,-0.0223833475,0.2677649084,2,3
0.0012454294,-0.000860713,-0.0005781082,0.0393564227,-0.0064534256,-0.0167169451,0.0235549796,-0.0409584713,2,3
-0.0005506312,0.0003658385,0.0002023075,-0.0161538632,0.0270506083,-0.0219363318,-0.0077762246,-0.0084415079,2,3
0.0541217664,-0.0003268092,6.77192966746115E-005,-0.0009661709,0.0537726406,0.0131212525,-0.0490781106,0.0080941132,3,3
0.0007532637,0.0083160156,0.0047192126,-0.0186414987,0.1241660891,0.0509663866,-0.0407635472,0.2096132014,3,3
0.003317391,-0.0029676437,-0.0021497325,0.0097331334,-0.0181229341,-0.025356819,-0.0025853829,-0.0570890762,3,3
0.0017056257,4.33577229769011E-005,-2.46286044406669E-005,-0.024779883,-0.0341579179,-0.0101380353,-0.0045417849,0.0150088267,3,3
-0.0021055259,0.0005579611,0.0004716394,-0.0134020749,0.149903833,-0.0133128241,-0.0049617859,-0.0170499604,1,3
-0.0009325312,-0.0009108394,-0.0002654485,-0.0206498779,-0.0343580107,-0.017846849,-0.0496622539,-0.0219735634,1,3
-0.0038428458,0.0016056169,0.0010979866,0.1558233103,0.0257413369,-0.0149986916,0.0088127838,0.0088200655,1,2
-0.0024584427,-0.0021932196,-0.0015376428,0.3429453886,0.025696177,-0.031619258,-0.0722623269,-0.0788323132,1,2
-0.0026722291,0.0004786609,0.0003296766,0.0188198624,0.0382714703,-0.0150124491,0.0631627206,-0.041845679,1,2
-0.0036564257,0.0009128929,0.0004333169,0.033247516,0.0814038132,-0.0245673289,-0.0471706429,-0.0522784251,1,2
-0.0016378258,-0.0039680915,-0.0018234477,-0.0187880368,0.0302257829,-0.008854158,-0.0550435804,-0.0378953566,1,2
-0.0044100076,0.0001748018,0.0003248226,0.1305512742,0.0486380635,0.0375871819,0.0056394166,0.0234925583,1,2
-0.0019981633,-0.0014608067,-0.0006993967,-0.0348338138,0.0379720297,-0.0011511303,0.0241050802,0.0073948636,1,2
-0.000246576,-0.00102442,-0.0004755672,-0.0411853786,0.0100318863,-0.0312987868,-0.0328535801,-0.0872777447,1,2
-0.0001908139,-0.0020771216,-0.0007975458,-0.0374669499,0.0201140266,-0.0308009499,-0.0180854288,-0.066418037,1,2
-0.0027882021,0.001072886,0.0008737554,0.0204465608,0.0319528469,-0.019372965,0.0714391858,-0.0251025252,3,3
0.0118872061,0.0015083366,0.0008127617,0.02314262,0.2195523521,-0.0077870755,0.0906437137,-0.0208304738,4,3
0.0513200174,5.13808828375642E-005,9.68995767341901E-005,0.070545615,0.0024027457,0.0652515834,-0.0367677961,0.1477050611,3,3
0.0012152532,-0.0012349697,-0.0005996279,0.0330176704,0.0241931713,0.0346230268,-0.0007769972,0.0854899282,4,3
0.001022769,0.0031951991,0.0018134205,0.5437833115,-0.0338749439,0.0180199447,0.3714182859,0.0839692241,4,3
-0.005835281,0.0010366911,0.000796553,0.0119939375,-0.0220014306,0.0196530761,0.0042273841,0.0992861687,2,3
-0.0002737586,-0.0020384473,-0.0010038254,-0.0213215211,0.0329697757,0.0249680802,-0.0176433542,0.0522405669,3,2
-0.0002494346,0.0147905938,0.0086427848,0.0228303901,-0.0343580107,0.0039327944,-0.0254980524,-0.0075311316,4,3
-0.0009249046,-0.0042552791,-0.0023957575,-0.0096094335,0.009103071,-0.0348314136,0.0700241807,-0.1090624601,1,3
-0.0030639806,0.002329764,0.0010854589,-0.0145535462,0.1171566113,-0.0036809451,0.004168982,0.0119483559,1,3
-0.0009855957,0.0040201619,0.0018673405,0.0193770871,-0.0341579179,0.0645288902,-0.0450612408,0.3815758621,2,2
-0.0016398801,-9.63137451651701E-005,0.0002012622,0.0200547196,0.0215054945,0.28781575,-0.0470610952,1,3,2
0.0008650906,0.0002591593,0.0003050865,0.0110596199,0.0762779601,0.0263961173,0.0576366759,0.07494494,3,3
-0.0037218736,0.0006578823,0.0004449169,-0.0002787158,-0.0021732696,-0.0112009149,0.0441481677,-0.0714943292,3,3
-0.033137705,1,1,-0.0789863369,-0.0343580107,-0.0388247739,-0.2236170512,-0.1183082874,3,3
-0.0022620639,0.0004822226,0.0003087169,-0.0117634402,-0.0077732114,-0.0171918156,0.0009449839,-0.0548786709,3,3
-0.0019465661,-0.0007913096,-0.0002829471,0.0399013663,0.0351256493,-0.0162191977,0.0210861719,-0.0438600275,3,3
0.0208063156,-0.0005009077,-9.77891035859633E-006,-0.0163641587,-1.43533221324475E-005,-0.015816665,-0.0396632846,-0.0029413576,3,3
0.0672135667,-0.001408109,-0.0005933799,0.0335306691,-0.025906893,-0.0204365149,-0.0453745419,-0.0533228035,3,3
-0.0006498045,-0.0014633666,-0.0008720555,-0.0061309354,-0.0276066091,-0.0178345008,0.1517767064,-0.0593908066,3,3
0.001112854,-0.0026143896,-0.0012081633,-0.0349481078,0.0242789806,-0.0258476224,0.0151756825,-0.0766122926,3,2
0.007553588,-0.0030045031,-0.0015723964,0.0696568165,0.036571237,0.011455936,0.0135788918,-0.0040728692,5,3
0.0053804604,-0.0014040561,-0.0007835298,-0.0002194164,0.0118070104,0.0381660248,-3.41838302778621E-005,0.0515110881,3,3
0.0180166536,-0.0022928479,-0.0010715606,0.041474427,0.022050921,0.0189145057,-0.0038463705,0.0309737623,3,3
0.0066102876,-0.0025091046,-0.0011213222,0.0396457076,-0.0061821725,-0.0030410423,-0.0317246975,-0.0246555516,3,3
0.4453503985,0.001982468,0.0009242533,-0.0416091404,0.004185487,0.0035679156,-0.0357604928,0.0478701193,1,3
0.0059723184,0.0029342241,0.0017758917,0.0215883934,0.0064290143,0.0244070027,0.0253575834,0.2887202177,1,3
-0.0022054556,0.0021375162,0.0010113314,-0.0384744212,0.0310667649,-0.015672646,0.0146029623,0.0276308493,3,3
0.0018375216,-0.0008905367,-0.0007312531,-0.0181992585,-0.0335576395,0.008127856,-0.0144429322,0.002978499,6,2
-0.001659046,0.0006694103,-0.0005569089,0.0196995523,0.0236481002,0.0068935568,-0.0380412926,0.009571935,5,2
-0.0008836531,0.0029504259,0.0002288828,-0.0200876654,-0.0195304885,0.0354053818,0.0066107561,0.0729354262,4,2
-0.0018233198,-0.000281327,0.0001709514,0.0032595964,-0.008785132,0.0017458389,-0.0611982598,0.0921332409,4,2
0.0005705973,-0.0003178643,-1.21403789900847E-005,-0.0380928696,0.0334700801,-0.0122183924,0.0300086112,-0.029984815,2,2
0.0142750906,0.0018226757,0.0011511566,0.0134398831,0.0756107785,0.0012521402,-0.0241188282,0.026798856,2,2
0.0020498737,0.0003580834,0.0003841376,-0.0348582594,0.003563444,0.0110505631,-0.044361388,0.0658937342,2,3
6.42261892682662E-005,3.01370703179885E-005,-6.60413479322523E-006,-0.0417113319,0.018949826,-0.0172142429,-0.0531597794,-0.0075942528,2,3
0.0439894723,-0.0017876454,-0.0009071086,-0.0043973061,0.011354714,-0.0065701252,0.0694827887,-0.0127204894,2,2
-0.0130169906,0.0035734327,0.0021325214,0.1114323832,-0.0343580107,0.1621888061,0.091401187,0.304551963,3,2
0.2320065056,-0.0001091543,-0.0016760601,0.184208438,-0.0179224911,-0.0171079003,0.130693026,-0.0493641034,5,2
0.0060962407,0.0003046504,-0.001145732,0.0391432914,0.0523960324,0.030294037,0.0669609117,0.0498607022,5,2
0.0036962342,-3.36001430244993E-005,-0.0012694483,-0.0264027893,0.0095558184,0.0156940251,-0.0306419326,0.0869782096,6,2
0.0056120995,-0.0025835316,-0.0019763726,-0.0381802676,0.0241317396,-0.0027214447,-0.0409258567,0.023098876,6,2
0.0093348899,-0.0021548169,-0.0018980718,-0.0322438249,0.0273722979,0.0508521203,-0.0170643262,0.0983095852,5,2
0.0013566504,0.0014957825,0.0009788789,-0.0449141298,-0.015125486,-0.018601269,-0.0483523313,0.0167275032,5,3
0.0007460963,-0.0790892866,-0.0393786941,0.0082867704,0.3672200427,-0.0948630534,0.0479805418,-0.1435688264,3,1
0.0004718913,-0.0967865962,-0.0345996815,0.0123140988,0.45447054,0.1762829579,0.0069937802,0.0647713365,3,1
0.0003855926,-0.0510055981,-0.0506606421,0.0102743201,0.049548309,-0.1730585917,0.020975776,-0.2763821556,3,1
0.0005575425,-0.1325715225,-0.0410325733,0.0183726593,0.7119602804,-0.1680746507,0.0775038896,-0.3157012704,3,1
0.000506552,-0.0897773341,-0.0773721512,0.0167856583,0.156232507,-0.1849606394,-0.0104587358,-0.2846113241,3,1
0.0001249806,-0.0537666965,-0.0477712675,0.012735729,0.3053242204,-0.2078232831,0.0736188166,-0.3349350137,3,1
0.5766059476,-0.167277279,-0.1367883742,0.0289126386,0.0429354289,-0.2183802203,-0.0163825459,-0.3205295825,2,1
0.2522018949,-0.1510063391,-0.1229956073,0.0306499629,0.0220464963,-0.1708268556,-0.0026862286,-0.231397798,2,1
1,-0.1839424451,-0.1588518386,0.0224593527,0.0488434235,-0.1535140812,-0.0126501641,-0.2533467419,2,1
0.45609384,-0.175620112,-0.1612835785,0.0216616482,0.0641789629,-0.2715402196,0.0020837491,-0.3774943242,2,1
0.0467573694,-0.0071873632,0.0353875384,0.0155812251,-0.0241282764,0.362346823,0.020956756,0.2966091338,2,1
0.000115579,-0.0842710548,-0.0744572323,0.006171972,0.1412639872,0.1118535898,-0.0312066493,0.1408720048,4,1
0.1848928783,-0.1652078578,-0.1332914185,0.0154594458,0.1062434553,-0.1102312636,-0.0347256592,-0.1352182452,4,1
0.0831652089,-0.1431540434,-0.1109487079,0.0319556956,0.0961004723,-0.192052824,-0.0026290911,-0.2703771126,4,1
0.0016561546,-0.0557039584,0.0184115226,0.0201183064,0.2111166618,-0.1448943257,-0.0074297832,-0.2278330644,4,1
0.0194524203,-0.0113052237,0.0184492857,0.0152698384,0.1304227569,0.0105078559,-0.0291882784,0.055467737,4,1
0.1227302346,-0.1390453038,-0.0927906358,0.0275258431,0.2212129911,-0.1216787846,-0.0257921714,-0.1284246916,3,1
0.0078317227,-0.1356900897,-0.1240516874,0.0298856286,0.0749560986,-0.1431605942,0.0129356791,-0.2236981771,3,1
0.0589267551,-0.1417790545,-0.1328164066,0.0249252564,0.054960167,-0.199800171,-0.0302306013,-0.1825182511,3,1
0.0789210887,-0.160696802,-0.1223574394,0.022331007,0.1594123253,-0.2330129896,-0.0359867001,-0.2741492997,3,1
0.0045271044,0.0671035544,0.1032700489,0.0069099487,0.0471630095,-0.1330004162,-0.0037463902,-0.0061771731,3,1
-2.41888959725331E-005,-0.1753081035,-0.1231413983,0.0063204799,0.7185725208,0.4205619103,0.1973106231,-0.2384595528,3,1
0.0002215641,-0.0111996992,-0.0279720748,0.0172027303,-0.008571143,0.1650825365,-0.034440724,0.1695762701,3,1
5.96898274898129E-005,-0.0043370136,0.0211618822,0.0023173425,-0.0274593695,0.1417854969,-0.0109062454,0.0561421954,1,1
-0.0001048967,-0.1073755454,-0.1000209301,0.0060269201,-0.0270814712,-0.0863345679,0.0252796799,-0.213222894,1,1
0.0003725598,-0.1099057062,-0.11761767,-0.002123033,0.0350958083,-0.3008569578,-0.0313082691,-0.4367227291,2,1
5.4910294014702E-005,0.1928435323,0.2219010169,-0.0010914634,-0.0292509088,0.0056800316,0.0035154943,0.1537532543,2,1
-0.0023663773,0.2726018568,0.3979386757,-0.0035255233,-0.0292509088,0.0250266674,-0.0325144878,-0.0190852938,1,1
-0.0002687827,-0.0424619639,-0.0834641687,0.0429730737,-0.0266977457,0.2263881155,-0.0260369263,0.1202149783,1,1
-0.0141245661,-0.1879869576,-0.0409617013,-0.007561496,0.5235600759,-0.0007799343,0.0145507884,0.0233679726,3,2
-0.0141245661,-0.1717251402,-0.0359798079,0.004626345,0.0432691183,0.0907782485,0.0233777677,0.354764391,3,2
-0.0141245661,-0.1855551915,-0.0369600158,0.0090800765,0.2438291797,0.084457996,0.1199265828,0.3287951136,4,2
-0.0022019685,-0.0101093,-0.016361035,0.0086907165,0.1681240701,0.0168196527,0.0179584731,0.1058511813,4,2
0.0109337187,-0.1882091805,-0.0717006769,0,0.1658253953,-0.0051161077,0.0110034008,-0.0755114663,3,2
0.0014963594,-0.1759468089,-0.0542599379,0.12531614,0.3301755504,0.0167881495,0.0420077783,-0.0498143316,3,2
-0.0001788375,0.04827275,-0.018998187,0.034394677,0.7115849073,0.0685313739,-0.0039341174,0.5290062392,3,2
0.0019162297,0.0547441562,-0.0403545816,0.0204467569,1,0.0676778136,0.0022133437,0.4476108968,3,2
-0.0007780458,0.0267876316,-0.0257015994,-0.0041308981,0.1118727674,0.0314975328,0.0028700875,0.0953203015,3,2
-0.0004647968,0.0777535552,-0.0353863972,0.0220318622,0.2536600516,0.0023059049,0.0180488203,-0.1527755256,3,2
-0.001226891,0.0287175487,0.0218679633,0.0159513175,0.7011233826,0.044962027,0.0010919286,0.1495682861,3,2
0.001862328,0.0292145982,0.0307200816,-0.0043547023,-0.0056722433,-0.0160794203,0.0132208065,-0.0992760183,2,2
0.0485290612,0.0199441194,0.0288642367,-0.0046612108,0.0064645419,-0.0190836116,0.007364976,-0.1014085195,2,2
0.5145073532,-0.0011092259,0.0071899463,-0.0068190271,-0.0033394032,-0.0192076582,0.0269771447,-0.127135487,2,2
0.269164059,0.0172396619,0.0113755024,-0.003590346,0.1701466188,-0.0091839899,0.0134497387,0.0226729153,2,2
0.1679362479,0.0267180711,0.032681749,-0.0062522806,0.2301674762,-0.0052035837,-0.0014142891,0.0029122512,2,2
0.3129555762,0.0373315658,0.0351808407,-0.0051555423,0.0270086511,-0.0116812276,-0.0098965706,0.0003128732,2,2
0.1534072043,0.0473501258,0.0399677376,-0.0059640571,0.1784956397,-0.0074776412,-0.0148928775,0,4,2
0.0530090027,0.029714734,0.031956796,-0.0042688448,0.00462117,-0.0067345407,0.0087986985,-0.0650233154,4,2
0.0584622977,0.0184429288,0.0161080352,-0.005085529,-0.0005486213,-0.0122691539,-0.0051488543,-0.0217209242,4,2
0.0677645173,9.31465476562311E-006,0.005508902,-0.0033732684,0.0098337491,-0.0191202062,0.0082676144,-0.0914768729,4,2
-0.0015197045,-0.0110973995,-0.0046992321,-0.0001420755,-0.0096786471,-0.0141611206,0.0055874285,-0.0682163511,4,2
-0.0008419167,-0.0149036518,-0.0201223585,0.0027889906,0.2444397124,0.0504755967,-0.011949787,0.0299962417,4,2
-0.0010110313,-0.0160412775,-0.0136227014,-0.0036735739,-0.0096786471,0.0878844823,-0.0140684407,0.2140783795,4,2
-0.0003431834,0.0272029882,0.0089178894,0.008675728,0.3418361671,0.0035845199,0.0027806184,0.3070382111,4,2
0.01230328,0.0584130527,0.0446019743,0.0092381673,0.3816314445,0.0672240633,-0.0066054752,0.293082879,3,2
-0.0141245661,0.0256463007,0.0142353249,-0.0028797606,-0.0096786471,0.0672297244,0.0111427991,0.19719126,3,2
-0.0001433321,-0.0343602393,-0.0256428706,0.0236849873,0.3146665332,0.0524663375,0.0491379952,0.2311291757,3,2
-0.0141245661,-0.1021669,-0.0772466399,-0.0178479387,0.0575865356,1,0.6013455645,0.0933940851,3,2
-0.0141245661,0.0126947736,0.0081548411,-0.002303259,-0.0066841904,-0.0198735198,-0.0148592672,-0.1626663978,3,2
-0.0015743471,0.0293491318,0.0162780968,0.0037726231,0.2935756994,0.0138396662,-0.0051769749,0.1079858725,3,2
-0.0020652966,0.082806055,0.0681348502,-0.0016056701,0.4995754288,0.0644156148,-0.0025848163,0.4000120683,3,2
-0.0141245661,0.1002926734,0.0817586487,-0.0039268163,0.4824547875,0.0013279423,-0.0161879832,0.1170821291,3,2
0.1021492452,0.0037956382,0.0070904727,-0.0072652096,0.0805122761,-0.0094841785,-0.0078766362,-0.0091170938,3,2
-0.0013866726,-0.0168490385,-0.0043030311,0.0092689641,-0.0096786471,0.0215492107,0.0086584457,0.1097737939,3,2
0.0448138368,0.0620999601,0.0425460384,-0.0073174769,-0.0046079427,-0.0088048637,-0.0069888661,0.017401321,3,2
0.0583161591,0.0217420597,0.0129621842,-0.0062894797,0.0086585966,-0.0088408155,-0.0069371809,-0.026569322,3,2
0.0576039594,-0.0088712315,-0.0014460338,0.0048299994,-0.006085299,-0.0134486418,0.0015395779,-0.0756084732,3,2
0.028074749,-0.007950837,-0.00002096,0.000691392,0.0025701006,-0.0163490277,0.0146346284,-0.1017893284,3,2
0.13907099,0.0238307307,0.0275474815,-0.0061637897,-0.0034691513,-0.0183210631,-0.0146554372,-0.0970428282,3,2
0.0599252662,-0.0305162367,-0.0245082364,-0.0055740857,-0.0096786471,-0.0250140421,0.011979652,-0.1780197195,3,2
0.3581171273,-0.0242961809,-0.0050756205,0.0027978582,0.0054901921,-0.0225687676,0.0255479922,-0.1485308404,1,2
0.0495139713,0.0301082234,0.0173349353,-0.0048775455,0.2569864463,-0.0166972837,0.0048673907,-0.111071782,1,2
0.021428525,0.0157559386,0.0153193761,-0.0047831937,0.0809368984,-0.0078852051,-0.0066238089,-0.0100083927,1,2
-0.0141245661,-0.1723737495,-0.0918322059,-0.0095714906,0.0018714002,-0.0261666766,-0.0242620507,-0.1960421447,1,2
-0.0007042046,0.0306535071,0.0487569039,0.0054490038,0.1304175737,-0.014994532,-0.0214672929,0.0685899989,1,2
-0.0141245661,0.249936266,0.20390485,-0.0178479387,-0.0096786471,-0.0211879849,-0.0274560043,0.0342844303,1,2
0.0435388109,0.0692553423,0.0691061939,0.0228968184,0.0236570562,0.0289908334,-0.0170733812,0.3569616908,3,2
