Performance.KDTMean,Performance.MAMean,Performance.MVMean,Performance.TBCMean,Performance.DDCMean,Performance.DMSMean,Performance.AEDMean,Performance.ADMSLMean,FatigueLevel,Performance.Task
0.0600832836,-0.0112056771,-0.0002840053,-0.00571555,-0.0022462654,0.0022801815,0.026647617,0.0283002318,3,1
0.0047468201,-0.0035046408,0.0002299449,-0.0098840196,-0.0404537261,0.0043460664,0.0226908202,0.0312859247,3,1
0.0021260047,0.1159307392,0.0043803348,-0.0106954933,-0.0006049689,-0.0023582398,0.0200510454,-0.0335998145,3,1
0.0616640496,0.0538131121,0.0024409457,-0.0088229392,0.2132882463,-0.0025538055,-0.0150918591,-0.0716187917,3,1
0.0046204222,0.0627738401,0.0027526992,-0.0099912576,0.0350872385,-0.0090855072,0.037104644,-0.1336577613,3,1
0.0722791246,0.029381222,0.0003081421,0.0027771949,0.0349352433,-0.0013616136,0.0392811334,-0.0700091588,3,1
-0.0003524337,0.0929020589,0.0042110211,-0.004258944,-0.045425443,0.0038332144,0.0275315931,0.0608055532,3,1
-0.0005808298,-0.0053307805,-0.0008649632,-0.0138952519,0.047466779,0.0112358515,-0.0201576063,0.0331354372,3,1
0.0040979583,0.033201356,0.0002252223,0.0046393479,0.0418569458,0.0012206741,-0.007541286,0.000373114,2,1
0.000475083,-0.0937014556,-0.0031273104,0.0126938864,0.0809814676,-0.0108947961,0.0084229402,-0.1585428397,2,1
0.0063636995,0.0438997323,0.0018278938,-0.0041035871,0.0478948108,0.0122132975,-0.0222060164,0.1118690279,3,1
0.0100287695,0.0448563435,0.0021097407,0.0271073005,-0.046340516,-0.0054832117,0.0641443245,-0.0636942956,2,1
0.003473349,-0.0850656175,-0.0030610519,0.0270932853,0.0836108717,0.0024256472,-0.0168037249,-0.0365566216,4,1
0.002177368,-0.1383717219,-0.0046026174,0.0260785951,0.0408629439,-0.0091599095,0.0465450233,-0.152252237,2,1
-0.0010895402,-0.1238835531,-0.0045117007,0.0047020004,-0.0108641645,-0.0075322102,-0.0083013599,-0.0805857436,2,1
0.0012073257,-0.1635595107,-0.0052649701,0.0142819293,0.1301537158,0.0368988567,0.0052605062,0.2563673301,2,1
0.002005262,-0.1310781253,-0.0038716251,0.0087006186,0.0055813104,-0.0011498353,0.0022724631,0.0454630298,2,1
0.0006866962,-0.1332985616,-0.0046967941,0.0138990665,-0.0154739056,0.0023399671,0.0013109411,0.1609715428,2,1
0.0002887791,-0.0566911127,-0.0023149199,0.0067812121,-0.0031629437,0.0008426078,0.0751060384,-0.0361302009,2,1
-0.0012367948,-0.0411073493,-0.0023604679,0.0033478352,0.2453636441,-0.0060240073,0.0029170676,0.0743255259,2,1
0.0029953013,0.079146617,0.0016389536,0.0338716966,0.0010605898,0.0209986791,0.1238776352,0.194031831,2,1
0.0023584421,-0.0273559247,-0.0003161341,-0.0025456916,0.0454724246,-0.0056545937,-0.0296873438,-0.0270155174,2,1
0.0039129449,0.1025670195,0.0030395544,-0.0051835337,0.127382878,0.0077229659,-0.0302009126,0.2522041869,2,1
0.0418029899,-0.0392571229,-0.0015341104,-0.0006857897,0.0420952518,-0.0048725633,0.0059940809,-0.0633387862,1,1
0.0023225069,-0.0388196649,-0.0014305891,2.24540577266914E-005,0.0587523618,-0.0050300251,0.0072322805,-0.0513465775,1,1
0.0174801432,0.090325902,0.0027455573,-0.0031882498,0.0867171766,0.003713766,-0.0179746386,0.2599314554,3,1
0.0402627633,0.0089273777,-0.000109385,0.0051146877,-0.0384708018,-0.0013048196,-0.0010115506,0.0009716296,2,1
-0.0054375629,-0.0467893534,-0.0013355203,0.0368103971,-0.0467065452,0.0040897774,0.0131169053,-0.0094541429,2,1
0.001137486,0.0245217431,0.0008780404,-0.001501754,-0.0430808012,-0.0005840956,-0.0141767433,0.0427120949,2,1
-0.0002249894,-0.0668277989,-0.0029096275,0.0048320161,-0.0163157353,0.0040075819,-0.0110240758,-0.0070127862,2,1
-0.0005140746,-0.0133715293,-0.0001919508,-0.0004876371,0.0754399632,-0.0088817662,0.0131997304,-0.1579624634,2,1
-0.0007773176,0.0133509894,0.0001781888,0.0026130254,-0.0436355033,-0.009154732,-0.015953238,-0.1658910133,2,2
-0.0007981507,0.0146436386,0.0003136551,0.0012762402,-0.0311270485,-0.0048528308,0.0060326482,-0.0831843974,2,2
-0.0008798151,0.1002936685,0.0033409028,0.0030285978,0.0233509702,-0.0021353632,0.0108503163,-0.0494688823,2,2
-0.0005181217,0.0640076086,0.0016793734,0.0062946283,-0.0467065452,0.0004673577,0.0291610159,-0.0591574071,2,2
-0.0010130445,-0.0104430805,0.0002311072,0.0218357421,-0.0044684753,0.0019721001,0.0015957027,-0.1382623088,2,2
0.0011598039,0.0104573304,0.0008373583,-0.0078063861,-0.0375897885,-0.0121559279,-0.0133053905,-0.1847920351,2,2
0.0106173297,-0.0967474213,-0.002661784,0.0343412608,-0.0224360501,-0.004643727,0.361692813,-0.1756698569,2,2
-0.0006840486,0.0802437138,0.0030923253,0.0121042639,-0.0467065452,6.18344843741152E-005,0.0381955349,0,2,2
-0.0003492837,0.0700228966,0.002246979,-0.0036898406,-0.0420875797,-0.0055354764,-0.0222477507,-0.0753935791,2,2
-0.0005244087,0.2939615701,0.0107131018,0.0060631689,-0.0243112282,-0.0074390986,-0.0374758528,-0.0663044514,2,2
-0.0002022265,0.0451529258,0.0010473103,0.0113679891,-0.046340516,-0.0042229431,-0.0227575223,-0.0644338365,2,2
-0.0002495617,-0.0292330994,-0.0006428698,0.0053399715,0.0281097545,-0.011372276,0.0165176114,-0.1497236539,2,2
-0.0005632902,0.0219113624,0.0014403262,0.0134578117,-0.0459744868,0.0065298256,-0.0211897851,0.1816747255,2,2
0.000659529,0.0382083239,0.0017052307,-0.004004028,0.067352325,-0.010046957,-0.0123340965,-0.1680682703,2,2
0.0003344408,-0.0524845722,-0.0012406578,0.0298759245,-0.009787038,-0.0074394075,0.22612655,-0.1522155144,2,2
0.0013986448,-0.032182214,-0.0011603324,0.0101469858,0.0429375515,0.0005307252,0.0094830927,-0.0605510181,2,2
0.002181081,-0.0801874794,-0.0021704079,0.0133868121,0.0278379019,0.001678364,0.0269551822,-0.1852699827,2,2
0.0176770449,-0.0786501149,-0.0021500542,5.4841823156392E-005,-0.0037734702,-0.010343905,-0.0170338273,-0.1666956174,2,2
0.0204102391,-0.0332525665,-0.0007309137,-0.0016980626,-0.0423141949,0.000653842,0.0346275984,0.0369809208,2,2
-0.0002539075,-0.0643488947,-0.001706472,-0.0056242613,-0.0093824953,-0.0104696232,-0.0187591684,-0.1660582203,2,2
-0.0215914407,0.048363792,0.0017903381,-0.0052034936,-0.046340516,-0.0069180367,0.0127505438,-0.0672821055,3,2
-0.0215914407,-0.0166348923,-0.0008135055,0.0166421091,0.0037450524,0.0186177167,0.0111222478,0.1783458978,3,2
-0.0215914407,-0.0136977435,-0.000844138,-0.0064442251,0.3248566228,-0.0004214084,-0.0011819007,-0.0406147199,3,2
-0.0215914407,-0.0268175515,-0.0004830517,-0.0068346576,-0.046340516,0.0044930608,0.0094771357,-0.0887584228,3,2
-0.0215914407,0.1973225082,0.0077149284,-0.0017031175,0.0080510639,0.0116679109,-0.0082596484,0.121927523,3,2
-0.0215914407,-0.0910661563,-0.0029432818,0.0045999577,0.0081250397,-0.0028607391,0.0414289897,-0.0360771009,3,2
0.000043217,-0.1022723554,-0.0033461369,0.0495259051,-0.0458613776,0.0159552439,0.0131389033,0.1455804563,3,2
0.0036511614,-0.0254726823,-0.0008318005,0.0002994306,0.1035991171,0.013754041,0.036402159,0.1383149372,3,2
-0.0022807923,-0.0096288326,-0.0007311022,0.0127644509,0.003910447,0.0181516969,-0.0118314433,0.1279593705,3,2
0.0027813878,-0.0916419785,-0.0023706658,0.0787470917,-0.0437682093,0.0076012158,0.0522674317,0.081054636,2,2
-0.0215914407,0.2562720069,0.023234101,-0.0146651239,-0.0250810812,-0.0140582512,-0.1391924357,-0.2338076435,2,3
0.0005480501,-0.0394957056,-0.0015133319,0.0043872389,0.0141874439,-0.0078833015,-0.0151205877,-0.0774966032,3,2
0.0643051538,-0.0527264735,-0.0011784357,-0.0028999086,0.0273059949,-0.0105849966,-0.0078394898,-0.1811050815,3,2
0.0049248425,0,-0.0003039783,0.0022084685,-0.018443148,0.0036439943,-0.0026341486,0.1006194204,3,2
0.0008401138,0.1088459266,0.0039735314,0.010318565,-0.0070404066,-0.0090700907,0.0331183958,-0.149511907,3,2
0.000675541,-0.1046062272,-0.0031138193,-0.002195496,-0.0446846497,-0.0025468611,-0.0101910504,-0.0583377932,3,2
0.0010858184,0.3598139815,0.0139547815,0.0992050466,0.1649953171,-0.0026644556,0.0119932083,-0.12882355,3,2
-0.0215914407,0.0079016481,0.0003203181,0.0152342194,0.0875012108,0.0009920285,0.0432680089,0.0304658744,3,2
-0.0215914407,-0.0039473553,-0.0001569323,0.0101988561,0.0284299042,0.0248124689,0.012667137,0.3390373068,3,2
-0.0215914407,0.1625442883,0.0075397244,-0.0017661983,-0.0452424285,-0.0043908467,-0.0326660935,0.2244622571,2,2
-0.0215914407,-0.063183619,-0.0024472142,-0.0031343615,-0.0418222996,-0.0010323595,-0.0032523087,0.0230169709,2,2
-0.0215914407,0.089955754,0.0031797714,-0.0052195814,-0.022938325,-0.0027740735,0.1302461842,-0.0423497295,2,2
-0.0215914407,0.1004804728,0.0036244983,-0.0013239584,-0.0164036594,0.0059789139,-0.0062817689,0.0947244943,2,2
-0.0215914407,-0.0429885623,-0.0015756673,0.0102397041,0.0904753805,-0.0029325264,0.0002154048,0.0908418439,2,2
-0.0215914407,0.0007914416,0.0003154928,-0.000129174,0.1299256039,-0.0049931644,-0.0057485041,-0.0748948728,2,2
0.0136842189,0.2451872423,0.0095789847,0.0208114932,-0.0467065452,-0.0077936831,1,-0.1978287148,2,2
0.0011693962,0.0784184179,0.0033534986,0.0050208355,-0.019841242,0.0027860819,0.0025969206,0.1270373036,2,2
0.0264886049,-0.0831645412,-0.0025858626,-0.0093495519,-0.0078542258,-0.011786356,-0.0413768919,-0.1520455272,3,2
-0.0215914407,0.6238770462,0.0264323776,-0.0146651239,-0.0467065452,-0.0027435753,-0.034710345,0.1834957701,3,2
0.0007234479,-0.2020500477,-0.007199432,0.007405634,0.0584603532,-0.0137321839,0.0485241183,-0.2139332219,3,2
-0.0006548585,0.0909257518,0.0039473704,0.012228476,0.0839338524,0.0060457983,0.0506188644,0.0470384464,3,2
0.0002377167,0.0760622801,0.0043479447,-0.0059344156,-0.0341197435,0.0022120735,-0.0303535461,0.020729481,3,2
0.0001431693,0.0040487803,0.0004284638,-0.005089859,0.0940346894,-0.010222662,-0.0336193657,-0.0981421211,4,2
0.0001437926,-0.0506015372,-0.0004735302,-0.0048838958,-0.0363650005,-0.0110587374,0.0221086737,-0.1207555487,3,2
-0.0005806711,-0.0590725565,-0.0015599194,0.0010145638,-0.0237996949,-0.009484052,0.0128445318,-0.1600599576,3,2
0.0040382732,0.1356441222,0.0050971236,-0.0025536521,-0.0320468619,-0.0004552045,-0.0287294442,0.0347103109,4,2
0.0004101865,-0.0863093436,-0.0031666774,0.0044924232,0.0486742704,0.0029686129,0.0084545394,0.0259118119,4,2
0.0004935342,0.1096032645,0.0042189328,-0.0074907354,0.0323463079,-0.005705642,-0.0211804317,-0.0445602896,4,2
-0.0002545829,-0.0410043872,-0.0018279311,7.21372887145155E-005,-0.0292352492,-0.0027980018,0.0292423404,-0.0363939202,4,2
-0.0012265383,-0.1462906478,-0.0048107335,0.2355078185,0.1439908239,0.1852013663,0.1176452267,0.3059078107,3,3
-0.000976133,0.0688567394,0.0018442422,-0.0016096695,0.2252559776,-0.0078547813,0.0611315122,-0.16334952,3,3
0.0001757376,-0.00282636,-0.0001931508,0.0072140507,-0.0467065452,0.0181888996,0.0472617232,0.0909734628,3,2
-0.0020077255,0.0311468255,0.0013026442,-0.0036849921,-0.0452127293,0.0018663292,-0.0006949013,0.0691082872,3,2
-0.0009794853,-0.1131691931,-0.0036281293,0.0013916688,0.0218508123,0.0020069921,0.041244118,-0.0926377519,2,2
0.0165573278,-0.0512256581,-0.0012111417,-0.0019029237,0.0044715967,-0.0113464706,0.0030332879,-0.1723400522,2,2
0.0802369744,-0.074852199,-0.001684104,0.0224952506,0.0507223474,-0.0122760187,0.1007107605,-0.2093683397,2,2
0.0535471467,-0.1058481125,-0.0032704136,0.0152257431,0.0417005557,-0.0074100743,0.1390534355,-0.1910297392,2,2
-0.0008529064,-0.1604532429,-0.004638117,0.1525661543,-0.0456724612,-0.013984448,0.1831675989,-0.2332274716,2,2
0.5558033278,-0.0491373044,-0.0007122315,-0.0001157574,0.3733536769,-0.0106806413,0.0113876054,-0.1822315906,2,2
-0.0011846018,-0.4119414152,-0.0126417568,-0.0146651239,-0.0467065452,-0.0140582512,-0.094884414,-0.2338076435,2,2
-0.0006830684,-0.0300315952,-0.0009864996,0.0148434596,0.0355994956,0.0031705869,0.0339873836,0.0818465877,2,2
-0.0010632633,-0.1072583535,-0.0027121794,-0.0025207265,0.0131060168,0.0030867469,0.0729076842,0.0039055431,2,2
-0.0012885746,0.0242322717,0.001171979,0.0022604035,0.1428981513,-0.0021914051,-0.0133029669,-0.0135413868,2,2
0.0009199327,-0.0146423044,-0.000054858,0.0020773004,0.0956358953,-0.0084008977,0.0034750926,-0.104249974,2,2
0.0015052488,0.1033916901,0.0044793866,0.0084418562,0.2547469979,0.027838205,-0.0112002009,0.2545730548,2,2
0.0062934242,-0.0709863928,-0.0018524523,-0.0057940061,0.0923729498,-0.0112469102,-0.0096214047,-0.1657376713,2,2
0.0013623841,-0.0854331932,-0.0029832892,0.0144963612,0.1043618067,-0.0102115047,0.095083057,-0.1615635004,2,2
0.0017003962,-0.153020485,-0.0043848451,0.0527444356,0.0735521394,0.0002809935,0.1557951537,-0.1469525748,2,2
0.0018270906,-0.1055978807,-0.0034639107,0.0730343635,0.0708681068,-0.0030868068,0.2317821113,-0.0995256792,2,2
-0.0004848505,-0.0940219581,-0.0033299209,0.0072761024,0.0315892226,-0.012817897,-0.0147150942,-0.1895808753,2,2
0.0006630968,-0.0808835448,-0.0025799914,0.0103801082,0.0238645802,-0.0070261137,0.0008806103,-0.1338090874,2,2
0.0009364378,-0.1112096141,-0.0031821192,0.0214509548,0.0348138079,-0.0074322704,0.0011595305,-0.1399729119,2,2
0.0022972629,0.0298428045,0.0003452044,0.0055312242,-0.017026723,0.0084384376,-0.019448017,0.2152486687,2,2
0.0003614132,-0.0528648261,-0.0015840448,-0.0011617277,0.1511143688,-0.0001458084,-0.0230241721,0.0712308292,1,2
0.0028324764,0.0182363398,8.49276592597978E-006,0.0040791923,0.0475773703,-0.0002754393,0.1426009178,-0.0809913269,1,2
0.0014556445,0.0127036462,0.0005842395,0.0129842903,-0.0091168694,-0.0016968782,0.0797158439,-0.0611882602,1,2
0.0010912452,-0.0595907841,-0.0023919003,0.000944832,0.113942556,0.0209639997,-0.0245850953,0.3633316952,2,2
0.0013649684,0.0180004099,-0.0012494458,-0.0070237143,-0.0467065452,-0.010460773,-0.0299065186,-0.1628220125,2,3
-0.0006408559,0.3301289976,0.0092484583,0.0673023641,-0.0467065452,0.0196094849,0.0352328656,0.2791287429,2,3
0.2591271768,0.5263111719,0.6594440073,0.151437878,0.1756306544,-0.0510210807,0.017010726,-0.1360214872,1,1
0.3837980436,-0.1441526716,-0.1677468033,0.1786061069,0.0117170014,-0.1454323217,-0.0758193037,-0.067336811,5,1
0.1709871974,-0.1046299137,-0.1525762321,0.0823172636,0.174916677,0.3044199872,-0.0046041049,0.0396049297,3,1
0.1484816268,-0.2992116621,-0.3611477533,0.0664466172,0.1175521223,-0.0552863657,0.0710646407,-0.0079694032,3,1
0.2506717633,-0.0352703787,-0.0479466176,0.2750733237,-0.0784167353,-0.2155289734,-0.0012574424,-0.2693058488,3,1
0.2777659586,-0.2546576157,-0.2885371423,0.190026383,-0.0194187138,0.2877228679,0.0367930358,0.2877794319,4,1
-0.0186212462,-0.3144003025,-0.3455785732,0.0603062198,-0.0179970393,-0.0239603462,0.1092310115,-0.000281681,4,1
0.5360084254,0.2785035868,0.3380641708,0.1154236819,-0.0325758552,0.1288335594,-0.0191394738,0.0897499029,5,1
0.9880985502,0.070947392,0.053993451,0.1436855028,-0.0557521325,-0.1116999988,0.1561790138,-0.2216158344,4,1
0.0474891468,0.3004171249,0.3227884366,0.0881617903,-0.0313678668,-0.1174861713,-0.0429846391,-0.1904702052,4,1
0.1636443778,-0.0883488716,-0.0703848322,0.3546176451,-0.0679484645,0.1498608191,0.0122959783,-0.108130613,3,1
0.0122250678,-0.0669326188,-0.0198016898,0.2402211342,0.0209119981,-0.2401499867,-0.0746334349,-0.3886416551,4,1
0.0145260796,0.0347125907,0.0019407292,0.2152769811,0.1057134526,0.0335163382,-0.072142751,-0.2027419422,4,3
0.0114132918,-0.4326058991,-0.4647938766,-0.0121874813,-0.0640262631,-0.0058962574,-0.0354975843,-0.1178267056,4,1
-0.0164527707,-0.0086270668,-0.0139370973,0.0146045698,0.0364858368,-0.0017129881,-0.0068069522,0.0674005868,4,1
0.0123824706,0.1591854923,0.1993149939,-0.0113065945,0.2404489079,-2.32131762347861E-005,0.1150461206,0.155817478,3,1
0.0337973598,0.0437286043,0.0888167051,0.005989983,0.1213481941,0.0197253617,0.0026987663,0.6327626812,3,1
0.0405068612,-0.0135630422,-0.0271612584,-0.0076687551,0.165656275,-0.0023300693,-0.0039606581,-0.0459092655,4,1
0.3494946083,-0.351675304,-0.4245774179,0.1597622817,-0.0610568685,-0.0017792704,0.0547882861,-0.0995704465,4,1
-0.1187376353,-0.266309202,-0.3310275073,0.0415275167,-0.0640262631,-0.0039249409,0.079991622,-0.1097663888,4,1
0.0029008592,0.050326288,0.080299266,0.04072728,-0.0640262631,0.00334912,0.0683081434,-0.0058091069,4,1
0.010456488,-0.0591041357,-0.0881491425,0.0007307764,0.0175653375,-0.0019373995,-0.0027686627,-0.0415438332,3,1
0.008267693,0.1345940372,0.2213563142,0.0534767338,0.1151144651,-0.0016048277,0.0101869002,0.0487571804,3,1
0.0008387961,0.1687722104,0.2293225311,0.0055139301,0.2841314676,0.0013350569,0.0034736746,-0.0241895172,2,1
0.0172600169,-0.0991109693,-0.1176470498,-0.0019776856,0.1645325717,0.0119181759,0.0056601294,0.0250744249,2,1
0.2994631213,-0.2229172706,-0.2762736429,0.009127643,0.044303512,-0.0033828572,0.0626282439,-0.0844853865,2,1
0.0029527405,-0.1472544195,-0.1536676465,0.0146991865,0.3232279317,-6.08944341915268E-005,0.1122261739,-0.047157427,2,1
0.0135412851,-0.2272653194,-0.3016747004,0.0169414413,0.0109600058,-0.0036047507,-0.007274301,-0.0804279053,2,1
0.0075538667,0.0548344373,0.0858016626,0.1825620228,0.2215017463,0.0135772619,0.0287399265,0.0454494862,2,1
0.00956291,-0.0787458062,-0.1127602714,0.0021060933,0.002137744,-0.003471119,-0.003156114,-0.0688009286,2,1
0.1189104384,0.0073563819,0.0201423326,-0.0072513445,-0.0640262631,-0.0046523275,-0.0064409542,-0.0551676157,2,1
-0.0075533141,-0.0447201502,-0.1039504497,0.0132485728,0.4862899835,0.0091208777,0.0110795685,0.1914441934,4,1
0.7715447196,0.0018956422,0.0026527525,0.0023998612,-0.0302214043,0.002643881,0.0087428653,0.042007693,4,1
0.3874177036,0.1112479428,0.1492593081,-0.0022328984,-0.0631565475,0.0185300365,-0.0002781224,0.5892021783,4,1
0.2441496555,0.1330416477,0.196976947,0.0280491595,-0.0640262631,0.0008550873,0.012650394,0.0024459832,2,1
0.1047749068,-0.0055966916,-0.0230435056,0.0030101185,-0.0640262631,0.012447776,0.0019928861,0.0897583936,2,1
0.0217661407,0.3371486291,0.3992638825,-0.0085858056,0.042753712,0.0550170123,-0.0048326383,0.6473225653,2,1
0.3940318026,-0.0209455608,-0.0180775879,-0.0106418679,-0.0640262631,-0.0017094367,-0.0109448754,-0.0385516671,2,1
0.0031825812,0.0494517261,0.0171442793,-0.0055150889,-0.0640262631,0.0027149505,-0.0066866462,0.0360734231,2,1
0.004946584,0.1995273867,0.2846518845,0.0251170036,-0.0635914053,0.0103889663,0.0020838076,0.0857724336,4,1
0.0031233897,-0.1627791844,-0.2307519468,0.0378407628,0.0735449269,0.0157342058,-0.0064317906,0.2035675407,2,1
0.002649423,0.0054677411,-0.0082606892,-0.0108504171,0.074110432,0.0033349486,-0.0071339561,0.0914487848,2,1
0.0054453536,-0.2090084574,-0.2658533069,-0.008585701,-0.0635914053,-0.0007681963,-0.0062907898,-0.0390822633,3,1
0.0080108732,0.1998533075,0.2440482644,0.0080833254,-0.030155901,-0.0006768919,0.0086179976,-0.0358463321,4,1
-0.0197775678,0.1048445526,0.0692585817,-0.0026181702,-0.0242422224,-0.0041037632,-0.0026091661,-0.026929772,1,1
0.012939364,0.1919551907,0.2328883486,-0.0009127699,-0.0631565475,0.002463156,0.0077895659,0.091201415,2,1
0.00504842,0.0455887219,0.0530783372,0.0363739968,0.2172792805,0.0007312458,0.0170931232,0.0099215754,2,1
-0.0062218438,0.0021009133,0.0069041026,-0.0043013422,0.1390520491,0.0084522053,0.0054969236,0.0997672901,2,1
0.0183541824,-0.0043456243,0.0133700737,-2.54372476897998E-005,0.1122604739,-0.0048885369,-0.0094647599,-0.0268960156,2,1
0.0040181607,0.0896737631,0.1068037173,0.0291353336,0.3271319952,-0.0008714189,0.0353742984,0.0235081483,2,1
0.0331179166,-0.0149401122,-0.0265961101,0.0468737083,-0.0640262631,6.39412891892146E-005,0.0698525637,-0.0573780785,2,1
0.0235263861,-0.1371399776,-0.1947430179,0.1543963583,0.0923047238,0.0013237406,0.1112881816,-0.059308558,2,1
-0.1187376353,-0.0454148005,-0.0363437049,-0.0089158088,-0.0179445494,0.008589307,0.0022229638,0.0483263715,2,1
-0.0011939643,-0.0719119519,-0.1033618073,-0.0012026091,-0.0388086791,-0.0022904164,0.0059438924,-0.0188652269,2,1
0.0037836204,-6.41611302748161E-005,0.0175734498,0.0111134818,0.1670681117,-0.0023791712,-0.0036773165,-0.0340006793,2,1
-0.1187376353,-0.1440573502,-0.1773763528,0.0133009408,-0.0640262631,-0.0042703853,-0.0085868492,-0.077028459,2,1
0.0997836465,0.1734007067,0.2027763238,-0.0052762549,0.2344596128,0.0020206702,-0.0072118788,0.0401503858,2,1
0.0017052525,-0.03708683,-0.0255771196,-0.0025814629,-0.0322381061,-0.0027083312,-0.009828952,-0.0059204033,2,1
0.0142665509,-0.1424135774,-0.246542467,-0.0083656274,-0.02675816,-0.0031681178,-0.0062057236,-0.0403190832,2,1
-3.86826233108704E-005,0.0196766263,0.0333774637,0.0018101934,-0.0147601771,0.0051739051,-0.0051809049,0.0757675708,2,1
-0.1187376353,-0.0230942545,-0.0252434745,0.0088712801,0.0405954611,-0.0043229894,0.3583107782,-0.0845211281,2,1
1,-0.0906478237,-0.1218786049,-0.0051618018,0.1862112325,-0.0019637043,0.0030462871,-0.0121787359,2,1
0.0095173168,-0.4142426722,-0.4750773008,-0.0094536171,-0.0640262631,-0.0055942777,-0.0087834106,-0.1092176549,2,2
0.0063947596,-0.1519011569,-0.0834822102,-0.0031878822,-0.0505628906,0.3791953942,-0.0165846313,0.3925012452,2,1
0.0985643684,-0.0620236422,-0.0264714737,-0.0061189585,0.0386607555,0.4035961516,-0.0143851909,0.6139950842,2,1
0.0901353378,-0.1712772517,-0.0654615794,0.0355563965,-0.0536031248,0.1875989464,0.0493616829,0.3416654445,2,1
0.08775937,0.1284122161,0.1273976675,0.0116286995,-0.0521640063,0.1394167218,-0.0190803118,0.3291245647,1,1
0.1863359799,0.2881853658,0.3132012928,0.0121603773,0.5270706648,0.183607941,-0.0036834384,0.3646143495,1,1
0.0057637843,-0.1647899498,-0.0948760984,-0.0010220238,0.1061480546,-0.0374535291,-0.0035764864,-0.1753282652,1,1
-0.0062648435,0.1120576264,0.1549817062,-0.0080670122,0.1061523225,0.0973676982,-0.0044173419,0.2845363946,1,1
-0.0019420243,-0.0485501325,-0.0207584446,-0.0115347411,1,-0.0343703728,-0.0114782258,-0.1773124537,1,1
-0.0114398352,0.1792333666,0.1956818322,-0.0098066259,0.5717877015,0.0454344683,-0.012323222,0.0558161814,1,1
-0.1192052477,-0.2135342815,-0.1121483618,0.0247193463,-0.0536031248,0.1073278835,0.0167905374,-0.1316319841,1,1
-0.1228428988,-0.1255370374,-0.0821900005,0.0067079378,0.017929165,-0.0439875637,-0.0008637969,-0.0159659861,1,1
0.4540545222,0.0084573708,0.0670314321,-0.0052085862,0.5576034968,-0.0818962492,0.0263253568,-0.2677244469,1,1
0.1942554041,0.1315363346,0.1889558498,-0.0026356502,-0.0536031248,0.319058352,0.0020421655,0.3997905032,1,1
0.1426923708,-0.7516870309,-0.4970316988,-0.0223570335,-0.0536031248,-0.116578866,-0.0644904548,-0.4162367538,1,1
0.0501108742,-0.2004798202,-0.115301215,-0.0040113986,0.2160180618,-0.1025475734,-0.0079590697,-0.3244599689,1,1
0.0221546546,0.0104150479,0.0670341984,0.0156318848,0.5614929462,0.0479546009,0.0228412649,0.0805422919,2,1
0.1555552939,0.0072684143,0.0485884613,-0.0051967727,0.2213032242,0.2491822042,-0.0031882357,0.3123145948,2,1
-0.0026346696,0.223515814,0.2462319956,-0.0092705783,0,0.030548222,-0.0103182051,0.1201268392,1,1
0.0068067158,0.0471543758,0.1158292412,0.00866687,-0.0325064702,0.0600811584,0.0148842214,0.0733980634,1,1
0.5117719555,0.3873332654,0.3795716267,0.6862012948,-0.0536031248,0.1256419467,-0.0224896765,0.5834224193,2,1
0.0281765357,-0.0035051196,0.0735448431,-0.0040280351,0.1281898888,0.0397742924,0,-0.004942853,1,1
0.0225197571,-0.0724513986,-0.0043633456,-0.0058370507,0.4584976221,-0.054351108,0.0027651068,-0.2016802413,1,1
0.0097636717,0.0165250625,0.0697647248,-0.004480045,0.5451461889,0.0119114408,0.0096057865,-0.108681298,1,1
0.0009947112,-0.1752574567,-0.0956618467,-0.0099919038,0.4433180556,-0.017622162,-0.0108646342,-0.0887699855,1,2
-0.00143416,-0.1699179184,-0.1488051568,0.0079382744,0.1677030254,0.0987819078,0.0066797346,0.0585462557,1,2
0.0356999906,-0.1383040175,-0.1192168065,-0.0044320842,0.1935547633,-0.0106205601,-0.010974027,-0.0470998352,1,2
0.2053540632,0.0975006518,0.0105921711,-0.0058013775,-0.05241092,0.4097526671,-0.0118524776,0.7528739713,1,2
-0.001798039,-0.197512269,-0.1657698799,0.0206292588,0.7574259239,-0.0024482029,0.0187445523,-0.0971741247,2,2
-0.1228428988,0.5613593359,0.3220876252,-0.0223570335,-0.0536031248,1,0.0247989367,1,2,2
-0.0010220067,0.2294121273,0.1959718684,-0.0046603266,0.1250102786,0.1525892567,-0.0131995831,0.3530954635,1,2
-0.0145794745,0.0498172388,-0.0141640974,-0.008932822,-0.0536031248,-0.0222857752,-0.0175611998,0.1424404644,1,2
0.0476765531,0.0241720024,0.0294145577,-0.0120696237,-0.0060888716,-0.0203990937,0.0001102407,-0.0205006893,2,1
-0.0933329133,0.0764132941,0.0419102665,-0.022639971,-0.0060888716,-0.0048230848,-0.0003105852,-0.0193015462,4,1
0.0294695643,-0.0375049564,-0.0309183722,0.0088832669,0.0089542229,-0.0222435603,0.0003040925,-0.0376104635,4,1
0.0186867846,0.0036083376,0.0006256896,-0.0104080426,0.0239973173,0.0254716471,-0.0002575752,0.0307889122,5,1
0.0134417472,-0.0455396322,-0.0448676208,-0.0182733953,0.4164831603,-0.0262556236,0.0001405189,-0.0249155608,1,3
-0.0110276977,0.0301868749,-0.0167969325,-0.0057605022,-0.0060888716,0.0074067632,-0.0002752133,0.0221256708,1,3
